ул.Комарова, д.1а;Обычный;0;56.276244;43.932127
ул.Юпитерская, д.4а;Обычный;0;54.924863;43.345752
пр.Ленина, д.26в;Обычный;0;56.292553;43.938577
ул.Даргомыжского, д.1/1;Обычный;0;56.28311;43.919982
пр.Ленина, д.43/6;Обычный;0;56.292348;43.939673
ул.Даргомыжского, д.1/2;Обычный;0;56.289585;43.946033
ул.Адм.Макарова, д.2/1;Обычный;0;56.286627;43.941721
ул.Адм.Макарова, д.5/3;Обычный;0;54.921246;43.344404
пр.Ленина, д.19б;Обычный;0;56.301639;43.909606
ул.Завкомовская, д.1;Обычный;0;56.267147;43.930402
ул.Паскаля, д.4;Обычный;0;56.240833;43.969039
микрорайон Щербинки-1, д.2а;Обычный;0;56.260338;43.976333
ул.Пятигорская, д.2а;Обычный;0;56.238547;43.968329
микрорайон Щербинки-1, д.9а;Обычный;0;56.245555;43.975525
ул.Петровского, д.21а;Обычный;0;56.229747;43.948135
ул.Маршала  Жукова, д.27;Обычный;0;56.230527;43.950147
ул.Маршала Жукова, д.23;Обычный;0;56.231513;43.958969
ул.Маршала Голованова, д.51;Обычный;0;56.27332;43.978866
ул.Вологдина, д.3а;Обычный;0;56.267002;43.984256
ул.Батумская, д.9в;Обычный;0;56.240223;43.966658
 микрорайон  Щербинки-1, д.31;Обычный;0;56.261708;43.976585
ул.Пятигорская, д.6;Обычный;0;56.232994;43.953678
ул.Жукова, д.15;Обычный;0;56.261228;43.984112
ул.40 лет Октября, д.18а;Обычный;0;56.270906;43.984615
ул.Луганская, д.8;Обычный;0;56.255387;43.974725
ул.Горная, д.10а;Обычный;0;56.280192;43.988604
ул.Крылова, д.4а;Обычный;0;56.276214;43.980959
ул.Терешковой, д.3а;Обычный;0;56.276698;43.982388
ул.Сурикова, д.8а;Обычный;0;56.259453;43.975677
ул.Невская, д.27;Обычный;0;56.24479;44.010972
пос.Черепичный, д.19;Обычный;0;56.267047;43.979729
ул.Батумская, д.6а;Обычный;0;56.232519;43.959175
ул.Голованова, д.43;Обычный;0;56.142345;44.192441
ул.40 лет Октября, д.21а;Обычный;0;56.235055;43.946168
ул.Тропинина, д.5;Обычный;0;56.235425;43.957513
ул.Маршала Жукова, д.7;Обычный;0;56.23439;43.960065
ул.Голованова, д.41а;Обычный;0;56.264892;44.014143
ул.Цветочная, д.4;Обычный;0;56.263922;43.997291
Анкудиновское шоссе, д.11а;Обычный;0;56.35338;44.077825
Полевая, д.10;Обычный;0;56.258348;43.975363
ул.Невская, д.25;Обычный;0;56.263747;44.000857
Анкудиновское шоссе, д.24;Обычный;0;56.265302;43.99694
Анкудиновское шоссе, д.9;Обычный;0;56.284504;43.933349
ул.Сухопутная, д.2;Обычный;0;56.345698;43.928399
ул.Акимова, д.44а;Обычный;0;56.332401;43.943158
ул.Есенина, д.9;Обычный;0;56.323513;43.933672
ул.Московское шоссе, д.35а;Обычный;0;56.330849;43.957783
ул.Ярморочный проезд, д.5а;Обычный;0;56.344007;43.936789
ул.Пролетарская, д.5а;Обычный;0;56.333973;43.942808
ул.Есенина, д.9а;Обычный;0;56.344017;43.940068
ул.Карла Маркса, д.28;Обычный;0;56.33556;43.937418
ул.Есенина, д.15;Обычный;0;56.332297;43.941523
ул.Есенина, д.8а;Обычный;0;56.334038;43.933942
ул.Акимова, д.7;Обычный;0;56.333749;43.935424
ул.Акимова, д.6;Обычный;0;56.318975;43.922856
Московское шоссе, д.79;Обычный;0;56.302617;43.978453
пр.Гагарина, д.17а;Обычный;0;56.336598;43.938289
Мещерский бульвар, д.5/3;Обычный;10.7137;54.93165;43.351213
пр.Ленина, д.53;Обычный;16.025;56.291374;43.949033
ул.Даргомыжского, д.19, кор.1;Обычный;18.0411;56.262018;43.883456
ул.Дьяконова, д.24;Обычный;0;56.268351;43.882243
ул.Львовская, д.4;Обычный;13.4792;56.268326;43.925947
ул.Глеба Успенского, д.16а;Обычный;9.86071;56.370713;44.057604
ул.Кулибина, д.3;Обычный;14.8298;56.339587;44.124986
ул.6-й микрорайон, д.13а;Обычный;5.05536;56.311826;43.940544
ул.Витебская, д.46;Обычный;13.4881;56.379601;43.794074
ул.Планетная, д.36а;Обычный;8.70238;56.250612;43.84526
пр.Кирова, д.20;Обычный;9.0256;56.758363;43.231782
г.Чкаловск, Квартал Лесной, д.1;Обычный;12.1262;56.144742;44.195369
г.Кстово, ул.40 лет Октября, д.13;Обычный;6.29524;56.157609;44.215177
г.Кстово, пр.Победы, д.13;Обычный;12.4512;56.335261;44.107128
г.Бор, ул.Маяковского, участок 2ж;Обычный;0;56.294471;44.074456
ул.Лопатина, д.1;Обычный;23.044;56.324326;43.939655
ул.Тонкинская, д.3;Обычный;21.2827;56.266747;43.875147
ул.Львовская, д.7;Обычный;7.98274;56.336478;43.839277
ул.Мечникова, д.39;Обычный;6.94345;56.318626;44.052142
ул.Родионова, д.15а;Обычный;12.4262;56.315056;43.870943
Московское шоссе, д.213а;Обычный;7.80893;56.275139;43.939556
ул.Перекопская, д.8;Обычный;17.5649;56.283989;44.043249
ул.Маршала Рокоссовского, д.15;Обычный;17.9327;56.235651;43.863765
ул.Лескова, д.9;Обычный;8.37976;56.294111;44.044605
ул.Богородского, д.7/3;Обычный;21.9929;56.243009;43.864996
проспект Октября, д.2а;Обычный;13.4976;56.27405;43.918544
проспект Ленина, д.61;Обычный;9.55952;56.289121;43.939799
ул.Академика Баха, д.2а;Обычный;12.994;56.336304;43.87238
ул.Березовская, д.110;Обычный;10.5429;56.248871;43.84632
бульвар Коноваленко, д.4;Обычный;10.9345;56.234875;43.956426
ул.Академика Лебедева, д.1;Обычный;6.41429;56.274854;43.947273
