 Московское шоссе, д.12;43.925443 56.317942
ул.Янки Купала, д.30а;43.841658 56.236431
пр.Гагарина, д.№82;43.980079 56.278453
г.Бор, р.п.Неклюдово, д.1, к.2;44.064575 56.356517
г.Семенов, ул.Краюшкина, д.2/1;44.494975 56.793548
ул.Прокатная, д.22;43.910253 56.305509
ул. Ильинская, д.81;43.98714 56.316369
ул. Ковалихинская, д.30;44.019955 56.321626
ул.Чукотская, д.8;44.016739 56.292583
пр.Ленина, д.45а;43.349605 54.929958
ул.Магистральная, д.308;44.091596 56.264607
ул.Зеленая;44.188273 56.151642
Сфера*Престиж, д.Утечино;44.080457 56.246481
Сфера*Престиж, д.Кузьминки;44.611891 56.312764
ул.Военных комиссаров, д.1;43.952653 56.232644
ул.Ленина, д.4;46.644159 57.674093
ул.Рокоссовского, д.9;44.047839 56.28343
ул.Родионова, д.187 В;44.076675 56.306448
г.Богородск, Городской рынок;43.513611 56.102066
